HR;Hm;km;maxHR;maxHm;max_speed;minHm;position_lat_max;position_lat_min;position_long_max;position_long_min;speed;bike;type;date;endtime;starttime;rider_weight;rider_height;ride_type;duration
;297,6;24,54325;;493,4;51,1596;273,2;48,76648488;48,71543448;9,561180202;9,490620168;26,80217345;Rose PRO;Rennrad;27.11.16;15:26:48;14:31:11;75;183;Training;00:55:37
;308,4;24,54302;;492,6;50,3532;268,6;48,76649863;48,71547237;9,561093533;9,490553951;25,7999541;Rose PRO;Rennrad;13.11.16;14:16:01;13:18:48;75;183;Training;00:57:13
;225,2;35,93287;;343,4;39,7044;246,8;48,79832262;48,70360326;9,517257521;9,170248741;20,06514034;Stevens Elite;Trecking;12.04.19;18:19:51;16:35:10;75;183;Pendeln;01:44:41
;275;35,19184;;348,4;37,8216;237,6;48,79820318;48,70363905;9,517296329;9,171571741;21,26772295;Stevens Elite;Trecking;17.10.17;18:41:56;17:04:28;74;183;Pendeln;01:37:28
;153,6;35,00187;;313,6;38,628;221,4;48,7981083;48,70363846;9,517091056;9,170789206;22,9903634;Stevens Elite;Trecking;20.03.20;09:55:49;08:24:57;75;183;Pendeln;01:30:52
;295,4;24,47072;;461,2;42,7608;240,4;48,76649033;48,71546684;9,561113399;9,490560992;22,48189987;Rose PRO;Rennrad;28.01.17;16:41:26;15:30:58;76;183;Training;01:10:28
;675;35,82942;;506;47,16;247,4;48,79748619;48,7170273;9,561142568;9,460419919;22,3819863;Rose PRO;Rennrad;06.01.18;12:19:47;10:34:16;75;183;Training;01:45:31
;1127;72,94766;;669,8;63,9216;289,2;48,7462731;48,58626466;9,736220324;9,506501611;26,56529892;Rose PRO;Rennrad;23.09.17;16:23:28;12:02:27;73;183;Training;04:21:01
;246,8;10,65368;;408;43,3656;277;48,73681152;48,7139337;9,51669761;9,49427384;18,8206814;Rose PRO;Rennrad;14.01.20;11:43:50;11:06:20;76;183;Training;00:37:30
;348,2;15,05444;;334,6;43,6356;172,4;48,71895597;48,69985077;9,538069954;9,468214838;20,00128874;Rose PRO;Rennrad;22.12.19;14:09:31;13:23:06;75;183;Training;00:46:25
;142,4;34,66618;;359,6;43,0632;273;48,79827367;48,70363561;9,517378053;9,170774035;23,90138509;Stevens Elite;Trecking;17.07.18;08:51:15;07:23:58;73;183;Pendeln;01:27:17
;1260,6;74,38619;;652;58,3812;265,6;48,71718748;48,58674109;9,621111564;9,44892481;26,41397913;Rose PRO;Rennrad;30.03.18;16:15:22;13:08:37;74;183;Training;03:06:45
;188,2;35,36226;;315,8;39,8736;228,6;48,79830351;48,70365146;9,517200356;9,170264583;24,01147895;Stevens Elite;Trecking;08.08.19;20:25:11;18:57:33;73;183;Pendeln;01:27:38
;1001;74,16675;;322;50,2848;179,8;48,94344463;48,71438272;9,535873979;9,197871387;26,31077071;Rose PRO;Rennrad;03.10.19;19:01:37;10:46:15;74;183;Training;08:15:22
;185,6;13,31922;;329,2;34,362;274,4;48,71731999;48,70399981;9,523469433;9,477326134;14,30229257;CUBE AIM RACE;MTB;19.04.20;12:02:00;10:54:46;74;183;Training;01:07:14
;204,2;35,25787;;328,6;37,2852;234,6;48,79815641;48,70367141;9,517211756;9,17002067;20,65718734;Stevens Elite;Trecking;15.05.19;20:03:29;18:23:30;74;183;Pendeln;01:39:59
;197,2;34,61067;;328;41,2164;237,8;48,79825766;48,70364366;9,517321978;9,170759702;23,96997495;Stevens Elite;Trecking;06.07.17;09:07:40;07:42:27;73;183;Pendeln;01:25:13
;301,8;24,2887;;418,6;47,4624;197,4;48,76652872;48,71550866;9,561232086;9,490574738;26,56382778;Rose PRO;Rennrad;23.12.18;12:02:36;11:04:51;75;183;Training;00:57:45
;214,2;35,34313;;352,6;39,0312;247,2;48,7982015;48,70361332;9,517319296;9,170673788;23,3536074;Stevens Elite;Trecking;02.07.19;21:01:58;19:33:37;73;183;Pendeln;01:28:21
;1170;110,08894;;479,2;56,4984;224,8;48,81271234;48,70829025;9,723550742;9,248787425;27,21930297;Rose PRO;Rennrad;22.04.18;11:58:37;07:12:02;73;183;Training;04:46:35
;582,2;41,40092;;483,6;51,3612;233,4;48,80466018;48,70849879;9,644701509;9,490743214;26,46197264;Rose PRO;Rennrad;02.07.17;12:30:00;10:51:31;73;183;Training;01:38:29
;245,8;35,08163;;456,8;40,9464;305;48,79833025;48,70361608;9,5175731;9,170728521;23,56683344;Stevens Elite;Trecking;09.07.18;08:26:00;06:56:13;73;183;Pendeln;01:29:47
;649,8;46,98685;;491,6;55,7604;229,8;48,81283094;48,71545619;9,56118959;9,38770121;26,69625497;Rose PRO;Rennrad;15.03.20;14:24:10;12:22:21;75;183;Training;02:01:49
;247,6;36,51275;;783;32,0436;253,8;44,09384008;44,03487842;5,413071709;5,17686775;18,55450414;Rose PRO;Rennrad;20.06.19;13:23:06;10:26:52;73;183;Training;02:56:14
;932,8;66,63227;;500,6;55,0548;253,6;48,80891693;48,66608243;9,656540947;9,494324718;27,22395319;Rose PRO;Rennrad;05.04.20;13:48:07;10:57:46;75;183;Training;02:50:21
;819,8;49,17973;;666,8;55,2888;306,6;48,71720533;48,60712395;9,621153893;9,511678945;26,42533986;Rose PRO;Rennrad;11.04.20;14:45:48;12:43:05;74;183;Training;02:02:43
;439,2;26,66659;;394,6;42,0552;257,6;48,74388962;48,68698698;9,544970859;9,477283638;19,07783801;Rose PRO;Rennrad;04.01.20;12:39:49;11:12:30;76;183;Training;01:27:19
;209,6;35,02276;;323,4;39,8376;223,6;48,79810201;48,70361349;9,517310914;9,170750817;24,42754023;Stevens Elite;Trecking;18.09.19;09:35:03;08:09:41;73;183;Pendeln;01:25:22
;460;22,14889;;496,2;33,4548;268;48,76648069;48,71389138;9,534904612;9,487572173;16,27034748;CUBE AIM RACE;MTB;20.01.19;14:48:44;13:26:25;76;183;Training;01:22:19
;150,8;35,03622;;317,2;44,4744;230,6;48,79825003;48,70366084;9,517150987;9,170911917;23,82465306;Stevens Elite;Trecking;21.06.18;08:05:56;06:36:49;73;183;Pendeln;01:29:07
;618,8;57,92761;;515;59,1516;281,4;48,78591925;48,70777401;9,704804951;9,506515274;27,5254212;Rose PRO;Rennrad;13.06.20;14:54:08;12:35:01;73;183;Training;02:19:07
;196,4;34,6576;;323;42,9948;233;48,79828817;48,70362229;9,517318122;9,170787111;25,47004721;Carver Distaco 6000;Rennrad;19.07.17;08:29:14;07:09:04;73;183;Pendeln;01:20:10
;893,6;70,18265;;498,2;56,736;251,6;48,81288769;48,71235346;9,656321257;9,388126424;25,57099401;Rose PRO;Rennrad;24.08.19;15:41:58;12:44:15;73;183;Training;02:57:43
;186,2;37,31163;;64,6;42,66;-15,6;48,79822799;48,70363486;9,525772948;9,166061981;24,01508672;Rose PRO;Rennrad;14.08.18;20:47:42;19:11:06;73;183;Training;01:36:36
;522,4;35,26548;;483,6;55,4904;254,6;48,79159313;48,71701875;9,517550049;9,404798113;27,18467876;Rose PRO;Rennrad;16.04.20;16:58:06;15:34:07;74;183;Training;01:23:59
;599,8;56,26195;;492,6;51,0588;237,2;48,80846992;48,70778181;9,704796402;9,479011148;26,00003455;Rose PRO;Rennrad;03.05.20;15:19:40;13:03:22;74;183;Training;02:16:18
127,0108696;184,4;65,49574;213;2742;57,1392;629,4;46,66994652;46,52798725;10,89396567;10,42492485;32,91714053;Rose PRO;Rennrad;19.07.16;16:06:11;13:39:59;73;183;Training;02:26:12
;332,8;21,31547;;435,8;41,2164;303,2;48,73668655;48,69837438;9,517327677;9,468233949;18,25785167;Rose PRO;Rennrad;30.06.20;18:49:12;17:35:59;73;183;Training;01:13:13
;159,4;35,20804;;296;41,6196;207,8;48,79829236;48,70364861;9,517253581;9,17095718;23,77140899;Stevens Elite;Trecking;16.07.18;08:37:44;07:08:10;73;183;Pendeln;01:29:34
;110,4;10,67104;;333,4;33,1524;272;48,71718982;48,7089375;9,523474127;9,478235738;14,00557822;CUBE AIM RACE;MTB;24.04.20;18:39:03;16:57:12;74;183;Training;01:41:51
;202,4;35,70458;;338,6;39,3336;247;48,79830066;48,70372547;9,517271183;9,170790045;22,20165333;Stevens Elite;Trecking;03.08.18;21:37:59;20:03:15;73;183;Pendeln;01:34:44
;158;34,92904;;319,4;42,93;227,8;48,79829312;48,70365934;9,517263807;9,170829859;21,99228655;Stevens Elite;Trecking;17.10.18;08:45:54;07:10:39;74;183;Pendeln;01:35:15
;238,2;35,25218;;319,6;42,39;229,6;48,79828549;48,70362069;9,517263891;9,170763558;23,37804758;Stevens Elite;Trecking;05.07.17;09:01:29;06:55:15;73;183;Pendeln;02:06:14
;215;33,76648;;342,4;38,7288;241,8;48,79807779;48,70366478;9,517200021;9,174326956;20,88625304;Rose PRO;Rennrad;16.01.20;17:04:11;15:24:41;76;183;Training;01:39:30
;231,2;37,01813;;384,6;42,1884;258;48,79813931;48,70362623;9,523502039;9,171196818;23,61356166;Stevens Elite;Trecking;20.07.18;17:26:40;15:50:48;73;183;Pendeln;01:35:52
;603;40,52889;;485,2;54,9864;241,6;48,79934706;48,7036792;9,517574441;9,379862119;26,69846924;Rose PRO;Rennrad;15.09.19;11:37:35;09:56:32;73;183;Training;01:41:03
;203,4;34,64193;;318,6;39,3336;217;48,79826286;48,70363444;9,517229022;9,170805467;22,91232152;Stevens Elite;Trecking;24.05.17;08:12:51;06:42:01;73;183;Pendeln;01:30:50
129,0310408;546,6;50,41647;158;393,4;55,5912;256;48,7204306;48,62016468;9,617338954;9,511718927;27,28272818;Rose PRO;Rennrad;20.05.18;17:55:55;16:02:32;73;183;Training;01:53:23
;718;56,63543;;491,4;53,8776;267,4;48,75596568;48,67908401;9,640568057;9,452656182;26,39664081;Rose PRO;Rennrad;25.03.18;16:20:39;14:02:44;74;183;Training;02:17:55
;521,4;25,73314;;499,4;36,8496;302,6;48,74681918;48,69986166;9,517359529;9,468210312;17,66337221;CUBE AIM RACE;MTB;16.06.20;20:15:03;18:41:14;73;183;Training;01:33:49
;200,6;34,83027;;344,2;39,672;249,4;48,79816881;48,70363603;9,517284678;9,171141582;23,49194227;Stevens Elite;Trecking;22.05.18;19:48:17;18:20:59;73;183;Pendeln;01:27:18
;147,4;34,97929;;311,4;39,0312;217;48,7982725;48,70366252;9,517170265;9,170857687;24,27749903;Stevens Elite;Trecking;03.07.19;09:00:57;07:34:15;73;183;Pendeln;01:26:42
;654,8;104,1532;;208;57,4056;-2,8;39,5421002;39,36072579;3,025503689;2,710669516;29,08494886;Mietrad - GHOST;Rennrad;08.04.18;15:14:30;10:13:05;74;183;Training;05:01:25
;231;34,64004;;282,2;42,0552;191,4;48,79829446;48,70363503;9,51725618;9,170785686;25,80843165;Stevens Elite;Trecking;08.08.17;07:59:17;06:39:46;73;183;Pendeln;01:19:31
129,7626016;560,8;70,54381;158;266,8;52,2324;16,2;39,57204916;39,36848441;2,910386045;2,710696924;24,87040714;Mietrad - GHOST;Rennrad;26.03.19;14:52:33;11:07:07;75;183;Training;03:45:26
;618,4;36,31343;;459,2;61,1028;203,2;48,76616185;48,71545494;9,561059503;9,490811527;28,16346099;Rose PRO;Rennrad;07.07.18;17:29:15;16:03:50;73;183;Pendeln;01:25:25
;310,8;24,47906;;461,6;48,2688;236;48,76650944;48,71543985;9,561147178;9,490548419;27,85846667;Rose PRO;Rennrad;12.02.17;16:36:08;15:41:30;76;183;Training;00:54:38
;285,2;24,53555;;486,4;55,1556;280,4;48,76647768;48,71546323;9,561108202;9,49072293;28,4156076;Rose PRO;Rennrad;13.08.16;13:59:40;13:08:33;73;183;Training;00:51:07
;810,4;58,42554;;517,8;57,5388;285;48,79153026;48,7036626;9,561178945;9,404856702;27,62246345;Rose PRO;Rennrad;15.04.18;14:07:57;11:48:18;73;183;Training;02:19:39
;1133,4;71,65574;;646,8;54,7848;309,6;48,74639346;48,58460697;9,617532073;9,444879284;25,68935749;Rose PRO;Rennrad;09.05.20;16:59:59;13:51:25;73;183;Training;03:08:34
;164,4;34,9207;;349;39,8052;255,8;48,79826789;48,70364433;9,517234974;9,17094511;23,71844669;Stevens Elite;Trecking;06.06.18;08:15:59;06:47:19;73;183;Pendeln;01:28:40
;553,2;36,15554;;487,4;50,8572;227,6;48,81125464;48,7169843;9,517543176;9,393911781;26,47955441;Rose PRO;Rennrad;16.05.20;14:20:19;12:52:49;73;183;Pendeln;01:27:30
;164,8;35,127;;295,8;38,9664;205;48,79827803;48,70365741;9,517159201;9,170696754;23,16949935;Stevens Elite;Trecking;28.08.18;09:27:51;07:58:05;70;183;Pendeln;01:29:46
;635,2;47,21033;;426,4;51,0588;263,4;48,71720835;48,59297899;9,542252859;9,447933482;25,54788363;Rose PRO;Rennrad;17.04.20;18:13:52;16:14:58;74;183;Training;01:58:54
;157,2;35,08099;;305,6;36,9504;216,8;48,79828876;48,70365313;9,51731896;9,170769844;23,13303423;Stevens Elite;Trecking;27.08.18;08:35:42;07:04:56;71;183;Pendeln;01:30:46
138,3078028;944,8;53,61249;171;468,2;60,498;234;48,79154887;48,71077758;9,560288703;9,404848991;28,01214974;Rose PRO;Rennrad;19.05.18;18:05:20;15:55:00;73;183;Training;02:10:20
;483,2;28,95687;;525,6;36,2772;285,4;48,77850956;48,7154945;9,602920236;9,487578375;13,38721349;CUBE AIM RACE;MTB;26.01.19;16:33:41;14:17:06;76;183;Training;02:16:35
;1139,6;72,40876;;707,4;54,9864;278,8;48,71721916;48,55238283;9,542310778;9,402686879;25,24894217;Rose PRO;Rennrad;11.09.16;12:01:06;08:56:14;73;183;Training;03:04:52
;1150,4;100,5601;;565,2;52,434;222,2;48,81708308;48,70778725;9,72719687;9,385248329;25,5311898;Rose PRO;Rennrad;09.06.19;15:00:20;10:39:23;73;183;Training;04:20:57
;258,6;34,92408;;336;41,5836;240;48,79824928;48,70363419;9,517272692;9,171956638;24,43228266;Stevens Elite;Trecking;12.04.17;19:27:12;18:02:49;75;183;Pendeln;01:24:23
;673,2;47,18271;;627,4;53,4744;274,8;48,71723324;48,607104;9,621160766;9,514911762;25,42498929;Rose PRO;Rennrad;24.07.16;12:34:17;10:36:20;73;183;Training;01:57:57
;266,6;35,64068;;381,8;38,9988;258,6;48,79999951;48,70365598;9,517388195;9,170727935;23,13040123;Stevens Elite;Trecking;07.07.20;09:33:34;08:01:55;73;183;Pendeln;01:31:39
;498;29,13235;;482,2;56,0304;276;48,74612767;48,67621229;9,584250888;9,498170502;26,57847577;Rose PRO;Rennrad;31.03.18;13:24:05;12:07:18;74;183;Training;01:16:47
;240,2;10,08563;;384;39,5028;259,8;48,73672963;48,7139498;9,517331449;9,489254672;16,40458909;CUBE AIM RACE;MTB;30.07.20;18:16:34;17:33:19;73;183;Training;00:43:15
;977,2;101,58488;;480,8;52,1676;235,8;48,85078311;48,70777854;9,81126518;9,387659049;25,58011865;Rose PRO;Rennrad;01.06.20;13:28:44;08:57:25;73;183;Training;04:31:19
;758,8;46,7331;;492,4;53,946;251,2;48,79159849;48,71081597;9,561095629;9,404843878;26,62467824;Rose PRO;Rennrad;22.04.17;10:04:54;08:11:37;75;183;Training;01:53:17
;682,8;60,06713;;494,8;51,6276;254,6;48,80843262;48,70778432;9,704789948;9,460513126;25,97099672;Rose PRO;Rennrad;20.06.20;14:38:16;12:13:08;73;183;Training;02:25:08
;288,2;35,33804;;246,8;38,7972;159,8;48,7982031;48,70365003;9,517313261;9,170409674;20,71714765;Stevens Elite;Trecking;27.09.17;19:44:38;18:04:24;73;183;Pendeln;01:40:14
;448,6;30,10188;;503;55,5912;294,8;48,77394193;48,71632515;9,56110443;9,49070273;26,67199265;Rose PRO;Rennrad;08.04.20;15:36:44;14:22:16;75;183;Training;01:14:28
;146;35,05021;;352,8;44,5392;260,8;48,79822732;48,70359865;9,517273111;9,170836564;24,30403262;Stevens Elite;Trecking;03.07.18;08:11:07;06:43:44;73;183;Pendeln;01:27:23
;261;34,70948;;349;39,3012;256,6;48,7983165;48,70368524;9,517246373;9,171026833;22,2977343;Stevens Elite;Trecking;04.04.17;18:43:54;17:07:38;75;183;Pendeln;01:36:16
;408,2;24,8881;;494,4;54,684;295,4;48,76616755;48,71701171;9,561049109;9,490793757;28,53098925;Rose PRO;Rennrad;21.10.17;12:29:17;11:32:17;74;183;Training;00:57:00
;359,8;13,48025;;549,2;45,8856;350,8;48,74373682;48,71484758;9,531688979;9,496713141;17,91492222;CUBE AIM RACE;MTB;31.03.20;14:39:29;13:50:52;75;183;Training;00:48:37
;301,4;34,91626;;416,2;37,8216;277,2;48,79826462;48,70369689;9,517190466;9,170362316;20,91158182;Stevens Elite;Trecking;12.09.17;20:16:25;18:37:00;73;183;Pendeln;01:39:25
;919,8;50,93198;;682,6;52,2324;282,8;48,71718857;48,60024031;9,6576689;9,514852501;25,72782713;Rose PRO;Rennrad;08.02.20;15:38:12;13:21:52;75;183;Training;02:16:20
;185,8;35,33796;;350,4;37,8216;267,2;48,79822095;48,70361265;9,517286103;9,170575971;22,31280782;Stevens Elite;Trecking;25.06.19;21:14:39;19:41:26;73;183;Pendeln;01:33:13
;265,4;36,67713;;268;39,906;178,4;48,79832463;48,70367593;9,523448059;9,170735059;23,11071244;Stevens Elite;Trecking;14.09.18;19:34:45;17:58:57;70;183;Pendeln;01:35:48
131,3850106;1320,4;86,4275;163;737,8;59,1516;273;48,7172143;48,52248358;9,542258894;9,322827039;26,31918441;Rose PRO;Rennrad;30.09.18;18:19:33;14:30:45;73;183;Training;03:48:48
117,5620609;319,6;23,46557;135;465,6;48,7728;245,8;48,76621624;48,71392189;9,56112002;9,490790404;18,25583185;Rose PRO;Rennrad;17.03.19;14:22:41;12:49:35;75;183;Training;01:33:06
118,8425019;310;33,50681;141;76,4;39,8052;7;54,05936329;53,98757245;10,76459477;10,70097805;21,89629977;Giant;Rennrad;10.05.19;12:53:18;10:57:46;74;183;Training;01:55:32
;286,6;20,26878;;510,2;50,7564;287,6;48,76649042;48,71541965;9,561235942;9,490560992;26,8247855;Rose PRO;Rennrad;04.02.18;13:10:16;12:22:44;74;183;Training;00:47:32
;260,6;19,61178;;503,2;44,0712;278,8;48,7662367;48,71550154;9,561096383;9,490747321;24,10153523;Rose PRO;Rennrad;21.01.17;16:50:17;16:02:11;76;183;Training;00:48:06
;1974,4;73,23044;;1438,8;58,212;252,2;46,68326017;46,50079091;11,35158674;11,00221862;20,72268724;Rose PRO;Rennrad;22.07.16;14:38:22;09:46:53;73;183;Training;04:51:29
;289,2;35,34864;;461,8;38,3256;290,4;48,79805122;48,70364894;9,517304543;9,170683846;21,93798846;Stevens Elite;Trecking;17.09.19;19:13:04;17:35:38;73;183;Pendeln;01:37:26
;349,4;42,50483;;328,4;40,4424;220;48,80064055;48,70363553;9,526980277;9,170552501;21,09677603;Stevens Elite;Trecking;05.09.19;09:02:46;05:07:20;73;183;Training;03:55:26
;150,2;35,01016;;322,8;45,648;239,8;48,7982031;48,70364391;9,517272022;9,170523668;24,67475403;Carver Distaco 6000;Rennrad;26.07.19;09:28:47;08:03:23;73;183;Pendeln;01:25:24
;388,4;30,31499;;521,2;53,7444;300,2;48,77858341;48,70850424;9,608504679;9,490578678;25,84514418;Rose PRO;Rennrad;29.08.19;11:41:50;10:27:59;73;183;Training;01:13:51
120,6293403;157;34,8705;152;330;40,2084;236,4;48,79823226;48,70360217;9,517308064;9,170886604;21,06236162;Stevens Elite;Trecking;18.05.18;08:37:50;06:58:15;73;183;Pendeln;01:39:35
;303,8;24,45799;;458,2;56,1636;238;48,76643929;48,71543096;9,561130246;9,490697114;28,4602506;Rose PRO;Rennrad;19.02.17;16:14:30;15:19:04;75;183;Training;00:55:26
;853,2;47,89281;;491,2;62,1756;245;48,80454878;48,68560681;9,642903255;9,494249113;27,41839145;Rose PRO;Rennrad;15.09.18;17:40:05;15:35:31;70;183;Training;02:04:34
;52,4;30,16668;;195,4;34,8012;180,8;48,17976021;48,07601145;7,464576457;7,399585443;25,77143199;Rose PRO;Rennrad;30.06.18;08:27:44;07:13:50;73;183;Training;01:13:54
;202;34,60645;;315;39,5352;220,2;48,79826604;48,70363268;9,517277051;9,17076054;23,25088823;Stevens Elite;Trecking;22.05.17;08:17:38;06:47:59;73;183;Pendeln;01:29:39
;1703,4;54,08694;;1890,8;51,6276;286,2;44,17428455;44,06707691;5,409174124;5,176216057;21,76499934;Rose PRO;Rennrad;20.06.19;18:12:51;14:59:57;73;183;Training;03:12:54
;1861,6;122,20272;;449,4;55,4256;-52,2;39,77569847;39,53067298;2,769823791;2,557785111;25,42434253;Mietrad - GHOST;Rennrad;29.03.17;17:27:52;10:10:07;75;183;Training;07:17:45
;224,6;35,00291;;388;39,7728;256,6;48,79825439;48,70366604;9,517216114;9,170882497;24,11534596;Stevens Elite;Trecking;16.08.19;09:26:50;08:01:08;73;183;Pendeln;01:25:42
;245,8;34,77427;;350,4;42,0876;251,6;48,79997654;48,70363411;9,515383495;9,170775628;23,36753956;Stevens Elite;Trecking;30.06.17;08:39:34;07:10:24;73;183;Pendeln;01:29:10
;197,2;34,7797;;315,8;38,2932;218,2;48,79829228;48,70363821;9,517255509;9,170704382;22,55096367;Stevens Elite;Trecking;31.05.17;08:20:43;06:48:37;73;183;Pendeln;01:32:06
;879;80,1496;;496,8;45,4464;-60,6;39,74549118;39,53027853;2,822831785;2,699522255;22,90685861;Mietrad - GHOST;Rennrad;11.04.18;13:54:46;10:07:10;73;183;Training;03:47:36
;165,4;34,90388;;304,4;36,108;206,2;48,79831231;48,70366923;9,517282834;9,170888867;21,2349728;Stevens Elite;Trecking;23.10.18;09:02:45;07:25:04;75;183;Pendeln;01:37:41
;137,2;8,12179;;269,4;36,0432;176,6;48,8008128;48,7146776;9,526278041;9,170550322;19,0157224;Stevens Elite;Trecking;08.03.17;19:17:43;17:58:10;75;183;Training;01:19:33
;216,8;34,86088;;377,8;38,7972;250,4;48,79826194;48,70365422;9,517343352;9,170884425;22,1696293;Stevens Elite;Trecking;09.10.18;09:02:16;07:28:19;73;183;Pendeln;01:33:57
;270;34,93106;;371,4;39,5028;254,6;48,79833058;48,7036828;9,517349219;9,170575971;23,42403758;Stevens Elite;Trecking;18.07.17;21:01:33;19:34:34;73;183;Pendeln;01:26:59
;575;40,42375;;499,2;57,3732;255,6;48,80468633;48,71235858;9,608506104;9,494270235;27,68335378;Rose PRO;Rennrad;09.06.18;15:17:38;13:40:59;73;183;Training;01:36:39
;254,4;34,91857;;348;38,124;248,8;48,79831349;48,7036673;9,517320301;9,170694156;21,28129979;Stevens Elite;Trecking;11.07.17;20:55:36;19:19:29;73;183;Pendeln;01:36:07
;399,8;30,27984;;491,6;60,5988;284,8;48,76619194;48,70277563;9,584290953;9,490834326;28,17995208;Rose PRO;Rennrad;13.07.18;19:34:37;18:25:38;73;183;Training;01:08:59
;257,4;16,22114;;365,2;44,0712;241;48,71905086;48,67906113;9,542249087;9,503269382;24,46912976;Rose PRO;Rennrad;22.01.17;16:18:18;15:38:53;76;183;Training;00:39:25
;210,2;36,6863;;366;41,418;262;48,7981953;48,70369345;9,523467002;9,170824997;23,33515145;Stevens Elite;Trecking;17.09.18;18:54:54;17:20:57;72;183;Pendeln;01:33:57
;178,4;12,05961;;329,4;30,5676;266,8;48,7173531;48,69985001;9,517248636;9,468243169;12,8603797;CUBE AIM RACE;MTB;04.07.20;12:33:09;11:30:43;73;183;Training;01:02:26
;384,8;24,93586;;483,2;49,68;272;48,76649251;48,71547388;9,560361961;9,490566691;25,50499984;Rose PRO;Rennrad;25.09.16;13:23:46;12:24:58;73;183;Training;00:58:48
;97;9,06135;;310;34,398;250,4;48,71740038;48,70365674;9,517194238;9,412434446;20,85129333;Rose PRO;Rennrad;09.07.19;21:34:48;21:10:03;73;183;Training;00:24:45
;2335,2;143,9668;;866,6;50,0508;-2;39,82865651;39,53040878;2,904427769;2,685043104;23,30326437;Mietrad - GHOST;Rennrad;12.04.18;18:36:41;10:05:01;73;183;Training;08:31:40
;370,4;54,84979;;88,4;50,0148;-57,2;39,54002576;39,36853772;2,833396001;2,710057972;28,01804007;Mietrad - GHOST;Rennrad;25.03.17;16:29:42;13:21:01;75;183;Training;03:08:41
;233,2;35,11197;;364,6;40,0752;274,6;48,79821223;48,70362815;9,517289288;9,170547305;23,28342692;Stevens Elite;Trecking;07.08.17;20:42:20;19:13:36;73;183;Pendeln;01:28:44
;436,4;21,67114;;516;44,1036;283,4;48,77734557;48,71390956;9,530088454;9,48047488;17,63988784;CUBE AIM RACE;MTB;18.01.20;14:58:21;13:37:11;76;183;Training;01:21:10
;1606,6;107,9411;;834,6;59,1192;280,4;48,76649025;48,50521292;9,697387721;9,490555208;27,14766425;Rose PRO;Rennrad;18.08.19;13:34:41;08:46:43;73;183;Training;04:47:58
;933,6;60,19445;;608,8;52,6032;235,2;48,75592134;48,60712345;9,651937941;9,506524494;25,6726666;Rose PRO;Rennrad;02.03.19;15:51:31;13:12:55;75;183;Training;02:38:36
123,9276169;1476,4;101,38936;166;1425,8;63,5868;732;47,23159354;46,95340346;11,0126219;10,75139017;29,57272788;Rose PRO;Rennrad;24.07.18;13:52:51;09:30:56;73;183;Training;04:21:55
;768,2;110,87098;;155,8;60,0264;-55,8;39,54212626;39,33708119;3,147197943;2,710066102;28,83262509;Mietrad - GHOST;Rennrad;26.03.17;16:03:24;10:06:02;75;183;Training;05:57:22
;164,2;8,90075;;413,4;30,4668;290,4;48,73670046;48,71394142;9,517308734;9,494145261;16,1439168;CUBE AIM RACE;MTB;15.09.19;18:16:07;17:35:02;73;183;Training;00:41:05
;428,8;31,09445;;513,6;51,1596;302,4;48,76654423;48,71545158;9,561215825;9,490546994;27,89171713;Rose PRO;Rennrad;16.07.17;12:07:27;10:58:23;73;183;Training;01:09:04
;342;24,28868;;534,8;42,3252;311;48,76621675;48,71543373;9,561114321;9,490810689;24,67924468;Rose PRO;Rennrad;02.12.17;13:44:31;12:39:48;75;183;Training;01:04:43
;296,4;41,35821;;712,2;34,866;535,2;46,65129687;46,61602775;11,00508456;10,77419934;19,96169888;Rose PRO;Rennrad;20.07.16;12:22:20;09:59:42;73;183;Training;02:22:38
;149,8;35,02416;;319,2;39,2004;225,2;48,79825532;48,70364056;9,517306807;9,170604888;21,39320582;Stevens Elite;Trecking;30.07.19;08:47:17;07:10:04;73;183;Pendeln;01:37:13
;206,8;34,62967;;324,2;36,648;242,4;48,79821114;48,70361223;9,51729767;9,170866907;23,44833117;Stevens Elite;Trecking;24.07.17;07:44:31;06:15:12;73;183;Pendeln;01:29:19
;215,6;35,02991;;319;41,7852;219,4;48,79810528;48,7036616;9,517316781;9,170812089;25,76584433;Stevens Elite;Trecking;20.09.19;09:09:27;07:49:18;73;183;Pendeln;01:20:09
;211,8;36,70795;;362,2;40,6116;251,4;48,79831558;48,70369831;9,523477061;9,170789542;23,17311475;Stevens Elite;Trecking;10.09.18;19:12:46;17:37:32;70;183;Pendeln;01:35:14
;201;36,70387;;343,4;42,426;249,6;48,79832304;48,70366227;9,523489969;9,170475975;23,09385979;Stevens Elite;Trecking;16.07.18;20:36:24;18:59:04;73;183;Pendeln;01:37:20
;416,6;25,16261;;502,8;50,3532;298;48,76648966;48,71698304;9,561116919;9,490551772;26,82055195;Rose PRO;Rennrad;29.04.20;16:27:50;15:25:04;74;183;Training;01:02:46
120,099014;612,8;95,62158;150;205,8;47,664;12,2;39,57202711;39,39443101;3,030220354;2,7113254;26,52129906;Mietrad - GHOST;Rennrad;30.03.19;14:51:57;10:01:31;75;183;Training;04:50:26
;202,8;34,64786;;340,8;40,2084;246,2;48,79827107;48,70363821;9,517214773;9,170891717;23,4905987;Stevens Elite;Trecking;31.07.17;08:47:59;07:20:52;73;183;Pendeln;01:27:07
